phase,iter,timesteps_total,episodes_total,episode_reward_mean,episode_reward_min,episode_reward_max,policy_reward_mean/p_top,policy_reward_mean/p_bottom,policy_reward_mean/a,social_welfare_coin_eq_times_prod
PHASE 1,48,39200,39,678.5220425168121,196.31071039626778,1171.5335849479197,167.9658119658131,157.00000000000097,44.19452881887335,25.60714285714321
PHASE 1,49,40000,40,678.2488171005809,196.31071039626778,1171.5335849479197,167.6916666666678,156.9791666666676,44.1972479709042,0.0
PHASE 2,0,800,0,,,,,,,42.63652622767892
PHASE 2,1,1600,1,140.86545773451147,140.86545773451147,140.86545773451147,63.82083333333469,33.143938802084406,5.487585699886818,82.26781668526806
PHASE 2,2,2400,2,252.71795588012952,140.86545773451147,364.57045402574755,97.05875651041775,51.13616210937602,13.065379657543378,53.46526227678595
PHASE 2,3,3200,3,257.3171787332444,140.86545773451147,364.57045402574755,85.42462239583438,66.3817990451398,13.188844661535336,22.233314732143207
PHASE 2,4,4000,4,369.0537409918283,140.86545773451147,704.26342776758,91.51041992187608,112.39583984375074,20.643435153275593,0.0
PHASE 2,5,4800,4,369.05374099182836,140.86545773451147,704.26342776758,91.51041992187609,112.39583984375074,20.643435153275593,104.23097098214306
PHASE 2,6,5600,5,374.9717694996712,140.86545773451147,704.26342776758,94.12252473958438,111.0999726562507,21.218659012980208,60.502586495535866
PHASE 2,7,6400,6,343.724417919153,140.86545773451147,704.26342776758,87.66200195312602,105.12943901909784,18.86662211836681,46.67531250000029
PHASE 2,8,7200,7,338.5760376736636,140.86545773451147,704.26342776758,85.3028543526796,104.78883184523872,18.560543934469003,27.034620535714506
PHASE 2,9,8000,8,379.88128080906824,140.86545773451147,704.26342776758,99.97988688151139,110.0907291666673,21.22633309511134,0.0
PHASE 2,10,8800,8,379.88128080906824,140.86545773451147,704.26342776758,99.9798868815114,110.0907291666673,21.226333095111336,62.492572544643195
PHASE 2,11,9600,9,367.954896796531,140.86545773451147,704.26342776758,91.48866681134365,113.05509259259323,20.426392174074586,80.20859375000015
PHASE 2,12,10400,10,361.1474047250889,140.86545773451147,704.26342776758,90.19574283854269,111.15858854166731,19.974134168110346,57.83318359375022
PHASE 2,13,11200,11,360.9026660725767,140.86545773451147,704.26342776758,92.31713837594802,106.68761126894009,20.237239553461716,32.63272321428597
PHASE 2,14,12000,12,352.7200466410772,140.86545773451147,704.26342776758,90.49149142795245,105.07304904513956,19.644438270998915,0.0
PHASE 2,15,12800,12,352.7200466410772,140.86545773451147,704.26342776758,90.49149142795245,105.07304904513957,19.644438270998915,104.66952287946444
PHASE 2,16,13600,13,354.30337658806354,140.86545773451147,704.26342776758,90.11340795272541,106.14081029647501,19.756144792358718,44.6051736886163
PHASE 2,17,14400,14,336.3827789366241,103.41500946791143,704.26342776758,86.68876488095346,102.05296595982209,18.455131011981848,80.28919642857164
PHASE 2,18,15200,15,346.94264632164334,103.41500946791143,704.26342776758,87.97365277777885,104.65149826388954,19.28968690999744,35.822293526785955
PHASE 2,19,16000,16,359.85107671276694,103.41500946791143,704.26342776758,91.1559147135427,108.1839567057298,20.063900661687036,0.0
PHASE 2,20,16800,16,359.8510767127669,103.41500946791143,704.26342776758,91.1559147135427,108.1839567057298,20.063900661687036,87.26951967511891
PHASE 2,21,17600,17,366.88353363445987,103.41500946791143,704.26342776758,100.38964613970685,103.6645341521625,20.35366916782411,32.48722098214319
PHASE 2,22,18400,18,353.35891293734795,103.41500946791143,704.26342776758,97.2820283564825,99.8295529796466,19.530916450152656,55.14277901785737
PHASE 2,23,19200,19,347.6329375607077,103.41500946791143,704.26342776758,96.87681880482558,97.14473823948981,19.201422564549404,37.5831752232145
PHASE 2,24,20000,20,349.52513423582764,103.41500946791143,704.26342776758,97.08340755208437,96.65210549418204,19.4737026486956,0.0
PHASE 2,25,20800,20,349.5251342358276,103.41500946791143,704.26342776758,97.08340755208437,96.65210549418204,19.4737026486956,82.00713169642877
PHASE 2,26,21600,21,346.783858267995,103.41500946791143,704.26342776758,97.37558407738197,95.13499630398294,19.284159735829306,74.90640729631721
PHASE 2,27,22400,22,351.7536470979896,103.41500946791143,704.26342776758,100.29921519886464,93.99608030839475,19.68229394884188,67.41248883928583
PHASE 2,28,23200,23,350.5711526636772,103.41500946791143,704.26342776758,100.94107450181258,93.37082783574716,19.53240629076533,19.920345982143207
PHASE 2,29,24000,24,352.91070031157557,103.41500946791143,704.26342776758,101.44504882812596,93.99582046932717,19.683728876766004,0.0
PHASE 2,30,24800,24,352.91070031157557,103.41500946791143,704.26342776758,101.44504882812596,93.99582046932717,19.683728876766,83.8881696428573
PHASE 2,31,25600,25,351.32036632443516,103.41500946791143,704.26342776758,99.91979687500096,95.28460015055411,19.51449616236076,104.77218610491086
PHASE 2,32,26400,26,354.37062311074254,103.41500946791143,704.26342776758,101.7776151842958,94.76034594804887,19.72908274730052,43.307098214286
PHASE 2,33,27200,27,351.57177585948295,103.41500946791143,704.26342776758,99.35707851080342,96.00621276478783,19.52606057298728,30.258468191964553
PHASE 2,34,28000,28,352.8227710990851,103.41500946791143,704.26342776758,100.28583100818547,95.14602250235497,19.673864698568952,0.0
PHASE 2,35,28800,28,352.82277109908506,103.41500946791143,704.26342776758,100.28583100818548,95.14602250235497,19.673864698568952,114.5662667410716
PHASE 2,36,29600,29,358.54068237313555,103.41500946791143,704.26342776758,100.03317843031705,97.39313523215884,20.139296088833323,73.28609375000022
PHASE 2,37,30400,30,357.9044268788194,103.41500946791143,704.26342776758,101.52975130208429,95.79132412719805,20.072918931193037,80.28622000558046
PHASE 2,38,31200,31,356.5918913741481,103.41500946791143,704.26342776758,100.87577200940953,96.15077927128038,19.9456675116832,30.516300223214483
PHASE 2,39,32000,32,360.94509751386676,103.41500946791143,704.26342776758,101.05165445963634,97.90864147504246,20.248100197399324,0.0
PHASE 2,40,32800,32,360.94509751386676,103.41500946791143,704.26342776758,101.05165445963634,97.90864147504247,20.248100197399324,137.16042410714306
PHASE 2,41,33600,33,366.9271745989957,103.41500946791143,704.26342776758,102.71328677399082,98.70347904398061,20.688801097628716,35.561791294643136
PHASE 2,42,34400,34,359.089128931667,100.43362190982066,704.26342776758,101.10641161152051,96.95351286345914,20.128650557086576,56.5660212053574
PHASE 2,43,35200,35,356.11589649139063,100.43362190982066,704.26342776758,101.73043526785806,95.30063645426509,19.885603096159134,27.207645089286043
PHASE 2,44,36000,36,359.7205541391749,100.43362190982066,704.26342776758,103.75061848958423,94.91134215460961,20.132324186873376,0.0
PHASE 2,45,36800,36,359.7205541391749,100.43362190982066,704.26342776758,103.75061848958423,94.91134215460961,20.132324186873376,75.23577287946449
PHASE 2,46,37600,37,357.02046082491205,100.43362190982066,704.26342776758,102.49297033361576,94.99227716394452,19.94190166591975,46.05543526785741
PHASE 2,47,38400,38,351.19600767843014,100.43362190982066,704.26342776758,100.77940532483645,94.08766542936705,19.5411171155291,69.18187500000022
PHASE 2,48,39200,39,354.76650297135416,100.43362190982066,704.26342776758,102.92171090411415,93.35710746830424,19.810960574867757,27.8353571428575
PHASE 2,49,40000,40,355.7826409563619,100.43362190982066,704.26342776758,103.4214337565113,93.25021884409664,19.888873544470044,0.0
PHASE 2,50,40800,40,355.7826409563619,100.43362190982066,704.26342776758,103.42143375651133,93.25021884409664,19.888873544470044,45.64751116071458
PHASE 2,51,41600,41,350.21939189452627,100.43362190982066,704.26342776758,102.33462160188098,91.7700683717813,19.514337740108783,83.47633928571446
PHASE 2,52,42400,42,350.01581545484066,100.43362190982066,704.26342776758,102.59860878596321,91.32699630737383,19.511276295188765,69.84761160714312
PHASE 2,53,43200,43,351.4920784519432,100.43362190982066,704.26342776758,101.87107088784003,92.37910952309385,19.655237255127,33.58216517857165
PHASE 2,54,44000,44,353.3762015590076,100.43362190982066,704.26342776758,102.88735218394976,92.03299458128112,19.806981849222947,0.0
PHASE 2,55,44800,44,353.37620155900754,100.43362190982066,704.26342776758,102.88735218394976,92.03299458128112,19.806981849222947,94.15453404017877
PHASE 2,56,45600,45,353.4676176212984,100.43362190982066,704.26342776758,102.57077387152866,92.17118497947487,19.840707346287736,69.67102120535733
PHASE 2,57,46400,46,351.49930329864225,100.43362190982066,704.26342776758,102.264760671423,91.80267076796457,19.678983982407743,85.5572098214287
PHASE 2,58,47200,47,352.9190520797257,100.43362190982066,704.26342776758,103.44100135749201,91.59154013992278,19.735813822789794,19.50223214285734
PHASE 2,59,48000,48,346.98469634765314,68.06997694024676,704.26342776758,102.23355211046096,90.38392253663882,19.29590271257009,0.0
PHASE 2,60,48800,48,346.9846963476532,68.06997694024676,704.26342776758,102.23355211046096,90.38392253663882,19.295902712570086,79.56088169642881
PHASE 2,61,49600,49,346.2052401719596,68.06997694024676,704.26342776758,102.97464139562163,89.6231855971156,19.20092664740373,104.42336704799116
PHASE 2,62,50400,50,347.3525240111456,68.06997694024676,704.26342776758,103.10353385416755,89.97311042683995,19.284484966268206,61.129118303571715
PHASE 2,63,51200,51,347.51696902940745,68.06997694024676,704.26342776758,102.9873994076806,90.02459355572547,19.313122008251128,20.713325892857394
PHASE 2,64,52000,52,343.373016870089,68.06997694024676,704.26342776758,101.78044369428676,89.33958634792306,19.03162335348585,0.0
PHASE 2,65,52800,52,343.37301687008915,68.06997694024676,704.26342776758,101.78044369428676,89.33958634792307,19.031623353485845,100.00650809151809
PHASE 2,66,53600,53,344.44316491206405,68.06997694024676,704.26342776758,102.24398485099834,89.03256523660222,19.145826853058903,107.55935267857154
PHASE 2,67,54400,54,348.2705413556247,68.06997694024676,704.26342776758,103.81311051733789,89.27671719209727,19.397589205774626,78.15323660714306
PHASE 2,68,55200,55,348.3598696127646,68.06997694024676,704.26342776758,103.50667517459843,89.56668987667278,19.410813070187636,21.946819196428834
PHASE 2,69,56000,56,345.5980317577379,68.06997694024676,704.26342776758,102.96533945719491,89.07634534018459,19.194543370045775,0.0
PHASE 2,70,56800,56,345.5980317577379,68.06997694024676,704.26342776758,102.96533945719491,89.07634534018459,19.194543370045775,82.8996484375002
PHASE 2,71,57600,57,345.1979839063349,68.06997694024676,704.26342776758,102.17339453981727,89.60987162807608,19.17683971730619,35.20803606305834
PHASE 2,72,58400,58,340.76324688182063,68.06997694024676,704.26342776758,100.85934967391883,89.07503199961072,18.85360815103737,63.29613281250015
PHASE 2,73,59200,59,339.1412478142543,68.06997694024676,704.26342776758,100.82209286447389,88.51231959283767,18.72585441961884,27.394370814732483
PHASE 2,74,60000,60,337.8277388948707,68.06997694024676,704.26342776758,100.15791931152435,88.24308041212372,18.67834239640383,0.0
PHASE 2,75,60800,60,337.8277388948707,68.06997694024676,704.26342776758,100.15791931152435,88.24308041212375,18.67834239640383,62.41955147879481
PHASE 2,76,61600,61,335.7438517388077,68.06997694024676,704.26342776758,99.50503979625688,88.15445153241679,18.510545051267744,65.11939871651806
PHASE 2,77,62400,62,333.60496432950225,68.06997694024676,704.26342776758,98.8721516402059,87.7888874620015,18.36799065341286,45.78910714285738
PHASE 2,78,63200,63,331.2010926884324,68.06997694024676,704.26342776758,98.34568891575819,87.04696729064698,18.2260545602544,24.799001116071732
PHASE 2,79,64000,64,328.73174775335553,68.06997694024676,704.26342776758,97.49817408243906,86.82630280335823,18.050908858445773,0.0
PHASE 2,80,64800,64,328.73174775335553,68.06997694024676,704.26342776758,97.49817408243906,86.82630280335823,18.050908858445773,38.757677176339605
PHASE 2,81,65600,65,325.4223990986196,68.06997694024676,704.26342776758,96.58670738181182,86.25909946696042,17.822074031231903,34.0511383928574
PHASE 2,82,66400,66,322.5152122068174,68.06997694024676,704.26342776758,95.59630824850157,85.96035048513781,17.619819184148216,35.433187779018155
PHASE 2,83,67200,67,319.96327368183665,68.06997694024676,704.26342776758,94.52370680775901,86.07730576396662,17.42028263876484,25.817868303571753
PHASE 2,84,68000,68,321.02134904619425,68.06997694024676,704.26342776758,95.97093630323315,85.26067335689851,17.473717423258787,0.0
PHASE 2,85,68800,68,321.0213490461942,68.06997694024676,704.26342776758,95.97093630323315,85.26067335689851,17.473717423258783,100.03498744419667
PHASE 2,86,69600,69,322.53245435832173,68.06997694024676,704.26342776758,95.68852907042665,85.93875651778887,17.61314609626425,67.19820312500022
PHASE 2,87,70400,70,321.91613441357885,68.06997694024676,704.26342776758,95.39245372953962,85.74718425205859,17.597062053998577,17.102273297991395
PHASE 2,88,71200,71,319.4554588425504,68.06997694024676,704.26342776758,94.53285839385364,85.50830496058299,17.4267869360152,20.630082310268108
PHASE 2,89,72000,72,319.93142106847273,68.06997694024676,704.26342776758,94.36835706922837,85.99784673196379,17.445652158411068,0.0
PHASE 2,90,72800,72,319.93142106847284,68.06997694024676,704.26342776758,94.36835706922837,85.99784673196379,17.44565215841107,64.8918359375003
PHASE 2,91,73600,73,320.3232896319789,68.06997694024676,704.26342776758,95.19942801976407,85.53479689088667,17.448633090167007,117.36257812500011
PHASE 2,92,74400,74,322.0879008480892,68.06997694024676,704.26342776758,95.44857848571321,86.18990098695576,17.55617767192853,63.48970842633951
PHASE 2,93,75200,75,323.87423041164203,68.06997694024676,704.26342776758,96.35016341145926,86.17590708143527,17.668519989844455,36.43285714285734
PHASE 2,94,76000,76,328.1392842437722,68.06997694024676,704.26342776758,97.58835547731726,87.14903727882866,17.925236435954233,0.0
PHASE 2,95,76800,76,328.1392842437722,68.06997694024676,704.26342776758,97.58835547731726,87.14903727882866,17.925236435954233,66.46967006138422
PHASE 2,96,77600,77,327.2530317833873,68.06997694024676,704.26342776758,96.84118798194086,87.43444133676054,17.8721753080867,59.00179338727699
PHASE 2,97,78400,78,326.08635242025485,68.06997694024676,704.26342776758,96.41776663495018,87.27619621211726,17.799048696649397,52.692862723214546
PHASE 2,98,79200,79,324.932932405779,68.06997694024676,704.26342776758,96.47876141383267,86.63449058693753,17.72746005062707,31.451816406250217
PHASE 2,99,80000,80,323.3170303678679,68.06997694024676,704.26342776758,96.30132214355561,86.21680815251747,17.599862508975313,0.0
PHASE 2,100,80800,80,323.3170303678679,68.06997694024676,704.26342776758,96.30132214355561,86.21680815251749,17.599862508975317,83.89751116071449
PHASE 2,101,81600,81,322.8506232918599,68.06997694024676,704.26342776758,95.8922111705899,86.39884537182797,17.569945843681218,79.7545647321431
PHASE 2,102,82400,82,324.60025821862945,68.06997694024676,704.26342776758,96.46873527216809,86.40011072298455,17.71642652793558,90.45263392857163
PHASE 2,103,83200,83,326.825207423259,68.06997694024676,704.26342776758,96.83452297471226,87.00240733073977,17.873534639726795,23.712678571428857
PHASE 2,104,84000,84,327.63466498081385,68.06997694024676,704.26342776758,97.60352356925935,86.51632460458018,17.939352100872718,0.0
PHASE 2,105,84800,84,327.6346649808139,68.06997694024676,704.26342776758,97.60352356925935,86.5163246045802,17.939352100872718,131.7734375000002
PHASE 2,106,85600,85,329.7350108173996,68.06997694024676,704.26342776758,98.21036263020925,86.70395424158514,18.10258674320152,79.48918526785738
PHASE 2,107,86400,86,330.20104842292386,68.06997694024676,704.26342776758,97.54048559381148,87.56828810699307,18.1365343402658,60.488171037946664
PHASE 2,108,87200,87,330.0931957117571,68.06997694024676,704.26342776758,97.37978032956269,87.70914231457553,18.125534133453254,18.940904017857395
PHASE 2,109,88000,88,329.2198395102342,68.06997694024676,704.26342776758,97.09674327503643,87.65409109982657,18.058625641922312,0.0
PHASE 2,110,88800,88,329.2198395102342,68.06997694024676,704.26342776758,97.09674327503645,87.65409109982657,18.058625641922312,67.15093470982166
PHASE 2,111,89600,89,327.8778914477154,68.06997694024676,704.26342776758,96.62175470359408,87.58392194655137,17.95902684969716,45.923415178571695
PHASE 2,112,90400,90,325.9814562204134,68.06997694024676,704.26342776758,96.30734168836898,87.11074758233045,17.820420868715154,86.91757638113859
PHASE 2,113,91200,91,327.89486972765707,68.06997694024676,704.26342776758,96.45901869777451,87.62738943582133,17.97605769925856,17.320365513393185
PHASE 2,114,92000,92,325.2490362521889,68.06997694024676,704.26342776758,95.88840634553424,87.04501961639042,17.78945128628392,0.0
PHASE 2,115,92800,92,325.24903625218883,68.06997694024676,704.26342776758,95.88840634553425,87.04501961639043,17.78945128628392,45.467206333705725
PHASE 2,116,93600,93,323.7509201169773,68.06997694024676,704.26342776758,95.80427249594068,86.45130717287861,17.686917556020635,63.26840959821458
PHASE 2,117,94400,94,323.2905188494197,68.06997694024676,704.26342776758,95.80167953166651,86.06220527919552,17.678329254820607,69.17460588727697
PHASE 2,118,95200,95,324.6736672400232,68.06997694024676,704.26342776758,96.37599127946916,86.06084695059873,17.77960362624533,33.760662667410976
PHASE 2,119,96000,96,329.2578393633359,68.06997694024676,764.7541910780486,97.36226092868473,87.21047245979389,18.08563824685802,0.0
PHASE 2,120,96800,96,329.25783936333596,68.06997694024676,764.7541910780486,97.36226092868473,87.21047245979389,18.085638246858018,73.19088727678593
PHASE 2,121,97600,97,328.65864554712283,68.06997694024676,764.7541910780486,97.40083835038216,86.94833109852456,18.03868451227788,70.74992745535734
PHASE 2,122,98400,98,327.9581557571622,68.06997694024676,764.7541910780486,96.9657059650041,86.95076894020627,18.00521010649485,60.29333147321445
PHASE 2,123,99200,99,328.13597395508776,68.06997694024676,764.7541910780486,97.23438701796704,86.66445777456447,18.0296411453204,27.599949776785984
PHASE 2,124,100000,100,330.54129536781375,68.06997694024676,764.7541910780486,97.3607608561207,87.64224496765218,18.192286193005927,0.0
PHASE 3A,0,800,0,,,,,,,115.78627999441981
PHASE 3A,1,1600,1,455.80709307525063,455.80709307525063,455.80709307525063,161.28044921875048,89.71416666666727,25.601559648731055,60.643761160714526
PHASE 3A,2,2400,2,436.1304746215252,416.4538561677998,455.80709307525063,113.3197558593759,124.69486979166722,24.7644811213121,74.30308175223232
PHASE 3A,3,3200,3,443.5402565839126,416.4538561677998,458.3598205086873,123.76426432291748,116.88539713541722,25.36132439069912,25.51122767857167
PHASE 3A,4,4000,4,456.21838955228804,416.4538561677998,494.25278845741434,122.78935709635496,126.5246207682296,25.86305146096376,0.0
PHASE 3A,5,4800,4,456.21838955228804,416.4538561677998,494.25278845741434,122.78935709635496,126.52462076822961,25.86305146096376,88.76166294642883
PHASE 3A,6,5600,5,453.6327276435064,416.4538561677998,494.25278845741434,136.88951692708406,112.22899869791713,25.564276502314172,107.22306222098227
PHASE 3A,7,6400,6,446.2420038213754,409.2883847107203,494.25278845741434,137.29871202257013,108.46481770833383,25.059809261310164,77.98242466517871
PHASE 3A,8,7200,7,435.30020988672993,369.64944627885666,494.25278845741434,131.08245628720312,106.23031994047678,24.748429207382635,10.805848214286112
PHASE 3A,9,8000,8,417.30182685819807,291.31314565847555,494.25278845741434,122.33613688151125,103.69429585774805,23.90892426486863,0.0
PHASE 3A,10,8800,8,417.30182685819807,291.31314565847555,494.25278845741434,122.33613688151124,103.69429585774805,23.90892426486863,70.06936351231197
PHASE 3A,11,9600,9,408.0107656617382,291.31314565847555,494.25278845741434,121.04460720486196,97.59257905183091,23.671697425631958,59.8674288504467
PHASE 3A,12,10400,10,406.9829508631472,291.31314565847555,494.25278845741434,126.5476256510425,91.30789796956465,23.64092840531887,36.434659598214544
PHASE 3A,13,11200,11,395.9540013313865,285.66450601377994,494.25278845741434,121.23479225852357,91.20567073937704,22.939192291687036,35.402176339285965
PHASE 3A,14,12000,12,419.10965342574474,285.66450601377994,673.821826463685,126.05410644531331,96.95596640692901,24.51244757168855,0.0
PHASE 3A,15,12800,12,419.10965342574474,285.66450601377994,673.821826463685,126.05410644531332,96.95596640692901,24.51244757168855,118.5506361607145
PHASE 3A,16,13600,13,431.10607535924913,285.66450601377994,673.821826463685,128.89419120593033,98.62170136280632,25.44877284881468,90.62162946428587
PHASE 3A,17,14400,14,430.968290312081,285.66450601377994,673.821826463685,128.60846028645915,98.87791540236785,25.43523932790748,39.58362723214314
PHASE 3A,18,15200,15,424.7044510658145,285.66450601377994,673.821826463685,129.29106119791746,95.32900359429341,25.010548284201278,20.230089285714644
PHASE 3A,19,16000,16,439.0959623592133,285.66450601377994,673.821826463685,132.57349161783935,97.68907238006679,26.104174795163907,0.0
PHASE 3A,20,16800,16,439.0959623592133,285.66450601377994,673.821826463685,132.57349161783935,97.68907238006679,26.104174795163907,58.80246512276811
PHASE 3A,21,17600,17,424.89236502078035,197.63480760585443,673.821826463685,129.15820848652044,94.46225807339627,25.158987307608538,59.53610630580379
PHASE 3A,22,18400,18,416.086651310539,197.63480760585443,673.821826463685,125.98772714120453,93.53798331931874,24.570117606252545,75.97734793526809
PHASE 3A,23,19200,19,434.7546953223271,197.63480760585443,770.7794875345137,130.50450794956222,98.07339031018795,25.77209963282243,20.252639508928866
PHASE 3A,24,20000,20,438.83685451078964,197.63480760585443,770.7794875345137,132.86189973958417,97.67880868530357,26.037018260737955,0.0
PHASE 3A,25,20800,20,438.83685451078964,197.63480760585443,770.7794875345137,132.86189973958417,97.67880868530357,26.037018260737955,105.63812848772339
PHASE 3A,26,21600,21,440.39725267980367,197.63480760585443,770.7794875345137,131.6391514756953,99.04117692251137,26.21461553519995,81.20767857142877
